,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
549,Italy,"Scents of perfumed dark berry, rose, cake spice and aromatic herb unfold on this structured red. On the full-bodied palate, notes of chopped mint, mocha and white pepper accent a core of mature black cherry. It's young and assertive but well balanced, with firm tannins and bright acidity. Drink 2018–2026.",Resa 56,93,90.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Brandini 2011 Resa 56  (Barolo),Nebbiolo,Brandini
550,US,"The estate-grown grapes for this wine come from some of the appellation's highest-elevation sites, at the base of Mount Veeder. Natural acidity is the star of the show, a nice surprise after a decadent honeyed color and bouquet. Serious texture and complexity give way to a touch of salted caramel and peach.",Estate Reserve,93,35.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Artesa 2014 Estate Reserve Chardonnay (Carneros),Chardonnay,Artesa
551,US,"From the gorgeous, mighty Pagani, planted in 1895, comes this powerfully rich and refined wine, a study in woodsy rusticity and layers of fig, blackberry and a stick of cinnamon. Full bodied and luxurious on the palate, a lithe jolt of acidity rears its head just before the finish, trying to compete with the licorice and leather. Drink now through 2020.",Pagani Ranch,93,46.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Carlisle 2013 Pagani Ranch Zinfandel (Sonoma Valley),Zinfandel,Carlisle
552,France,"Coming from a remote estate on the edge of the Lubéron mountains in the north of Provence, this wine is impressively rich. It gains great concentration and structure from the Cabernet Sauvignon and Syrah in the blend. Full of ripe red fruits, it is dense at the end.",,93,20.0,Provence,Coteaux d'Aix-en-Provence,,Roger Voss,@vossroger,Château Vignelaure 2015 Rosé (Coteaux d'Aix-en-Provence),Rosé,Château Vignelaure
553,Argentina,"Smoky, charred aromas of blackberry and blackened spices set up a bold palate with energy to spare. Blackberry and cassis flavors are rich, toasty and chocolaty, while the finish on this full-bodied, ripe Malbec is lengthy and moderately complex. Drink through 2021.",Winemaker's Selection Reserva,93,42.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Clos d'Argentine 2013 Winemaker's Selection Reserva Malbec (Mendoza),Malbec,Clos d'Argentine
554,France,"Named after the Negrel family, owners of the estate, this is the top cuvée in their range. Aging in wood gives it a surprising series of flavors ranging from caramel to spice to buttery toast. While some of the fruit is lost along the way, the wine has a rounded, very complete character that is rich and made for food.",Mas Negrel Cadenet,93,40.0,Provence,Côtes de Provence Sainte-Victoire,,Roger Voss,@vossroger,Mas de Cadenet 2015 Mas Negrel Cadenet Rosé (Côtes de Provence Sainte-Victoire),Rosé,Mas de Cadenet
555,US,"Discovery Vineyard Cab makes up most of this wine, with just a splash of Champoux vineyard Franc to fill it out. Very pretty, very focused aromas of spice box, red and black fruit and herb are followed by a fruit-forward, shamelessly appealing yet still elegant, balanced palate that puts a premium on purity, with a well integrated structure surrounding it all.",,93,75.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Passing Time 2013 Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Passing Time
556,Spain,"Welcoming aromas of wood spice, plum and blackberry become more smoky with airing. This strong-boned RDD is pure and deep, with manageable tannins. Generous flavors of spiced blackberry, tobacco and vanilla finish long, elegant and with a lot in reserve. Drink from 2017 through 2030.",Gran Resalte,93,88.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Resalte 2010 Gran Resalte  (Ribera del Duero),Tempranillo,Resalte
557,US,"Winemaker Dennis Martin puts grape grower Stephen Miller's signature on this wine, a nod to the importance of this historic vineyard. The wine shows bright strawberry and raspberry with touch of savory wood smoke as well as hibiscus-laced pastry and a pinch of thyme. Earthy sagebrush and wild herb flavors frame the palate, where cooked cherries and cranberries are spiced by cardamom and dried ginger spice.",Bien Nacido Vineyard,93,40.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Sanctuary 2013 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Sanctuary
558,US,"It's fun to rattle off a few of the numerous aromas and flavors in this exotic but subtle wine: tangerine, pastry cream, blanched almonds and a touch of honey. The wine is refreshing, dry and nicely braced with acidity, but at the same time rather broad and soothing in texture. In other words, beautifully balanced and wonderfully complex.",Enigma,93,25.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Terre Rouge 2014 Enigma White (Sierra Foothills),White Blend,Terre Rouge
559,US,"This mostly Syrah blends in 6% Grenache, combining the two grapes from the property's estate into an opaque, juicy expression of black licorice, tar, cigar, grilled mushrooms atop a meaty steak and plenty of black pepper. Big and bold in every sense of the word, it retains just enough acidity to maintain an inviting nature and beguiling floral backbone.",Hail Mary,93,48.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Limerick Lane 2013 Hail Mary Syrah-Grenache (Russian River Valley),Syrah-Grenache,Limerick Lane
560,US,"As the name makes clear, this wine is made from a head-pruned, older block of very unlikely Syrah at the estate property, as seductive as rare. Plum, black cherry, leather and black pepper jump from the glass, slowly and with purpose, around a core of burly tannin and intensely floral aromatics. This is a great wine.",Headpruned Block,93,45.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Limerick Lane 2013 Headpruned Block Syrah (Russian River Valley),Syrah,Limerick Lane
561,US,"In the big, ripe and saturated school of winemaking, this wine has a deep color, oodles of black cherry and blackberry flavors and full body. It also has enough firm tannin and acidity to keep the structure lively and the finish fresh, so it's a lot of fun to drink and can take on all kinds of rich proteins at dinner.",Durell Vineyard,93,50.0,California,Sonoma Coast,Sonoma,Jim Gordon,@gordone_cellars,Loring Wine Company 2014 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Loring Wine Company
562,US,"This is big boisterous wine from Elias Fernandez and Doug Shafer that has been given some nice time in bottle after four years in new French oak. It's a viscous, black-as-night kind of experience. Coconut macaroon and juicy blackberry and blueberry substantiate structured, integrated tannin, finishing with an unexpected elegance.",,93,65.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Eighty Four 2010 Petite Sirah (Napa Valley),Petite Sirah,Eighty Four
563,US,"Plump black plums and concentrated hibiscus fruit meet with cola, sarsaparilla and tart dried orange rind on the nose of this bottling. The palate is more earth-driven, with crushed rocks, pine needle and mint flavors spicing up the tart plum skins and berries. The texture is excitingly grippy.",Rancho Santa Rosa Vineyard,93,48.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Flying Goat Cellars 2012 Rancho Santa Rosa Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Flying Goat Cellars
564,US,"Spicy cracked peppercorns, light tar, fresh picked lavender and light purple fruits show on the savory nose of this bottling. More strong pepper notes show on the palate, as do tart elderberries, sesame, soy and hoisin elements, with a nice smoked meat character adding to the delicious complexity.",Fire Light,93,62.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Four Lanterns 2013 Fire Light Syrah (Paso Robles),Syrah,Four Lanterns
565,US,"There's magic in this 65% Petit Verdot and 35% Sangiovese combination. This shows concentrated cherry and kirsch aromas, touches of shiitake and porcini mushrooms and plenty of turned, wet earth aromas. The palate, framed by chalky tannins, offers more mushrooms and truffles in a black cherry-chocolate gravy, proving quite luxurious and interesting at once.",Shapeshifter,93,100.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Turiya 2011 Shapeshifter Red (Central Coast),Red Blend,Turiya
566,US,"Softened by 6% Merlot, this lovely concoction opens with a waft of smoky cigar box, becoming a bold, loud expression of the variety dotted in classic notes of cassis and cedar. A luxuriously velvety texture is the standout, though, supported by great structure and length.",If Six Was Nine Reserve,93,53.0,California,Napa Valley,Napa,Virginie Boone,@vboone,World's End 2013 If Six Was Nine Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,World's End
567,Argentina,"Smoky and intense from the get-go, this saturated, black-as-night Malbec is full of blackberry, cassis and gamy aromas. While it goes heavy on the gas, the wine's structure is up to it. Flavors of chocolate, burnt toast, salt and blackberry finish toasty and long, with savory blackened spice notes. Drink through 2023.",Benegas Lynch La Encerrada Estate Vineyard,93,55.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Benegas 2011 Benegas Lynch La Encerrada Estate Vineyard Malbec (Mendoza),Malbec,Benegas
568,US,"This is a lovely wine, classically rendered in cedar, herb and red cherry. The dried herb and forest floor elements persist on the palate, with bursts of acidity giving it life and lingering persistence, the tannins well-integrated.",Reserve,93,70.0,California,Howell Mountain,Napa,Virginie Boone,@vboone,W.H. Smith 2012 Reserve Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,W.H. Smith
569,US,"The aromas are bright, with notes of barrel spice, vanilla, pineapple and lees. The palate is full bodied, with textured and richly flavored tropical fruit notes that lead to a warm vanilla-filled finish. The oak seems a bit heavy handed.",La Reyna Blanca Vineyard,89,38.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Alleromb 2014 La Reyna Blanca Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Alleromb
570,US,"Aromas of sea salt, olive brine, smoked meat, herb and earth lead to medium-bodied fruit flavors that run warm on the finish. There are plenty of good things going on but they don't seem to entirely come together.",Art Den Hoed Vineyard,89,50.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Ardor 2015 Art Den Hoed Vineyard Syrah (Yakima Valley),Syrah,Ardor
571,US,"This wine tastes fresh and brisk, like apricots and lemons, yet a silky-smooth texture adds depth and interest to make it more than just a one-note, fruity style of wine. It comes from an over-achieving winery located one county inland from Napa.",,89,25.0,California,Yolo County,Central Valley,Jim Gordon,@gordone_cellars,Berryessa Gap 2015 Albariño (Yolo County),Albariño,Berryessa Gap
572,Italy,"Here's a mouthwatering, succulent red that arrives with aromas and flavors of juicy black cherry, licorice, white pepper and graphite. It's light bodied, fresh and savory, with solid but polished tannins. An almond note gives it a pleasantly bitter finish. It's made to be drunk young so enjoy soon.",,89,15.0,Piedmont,Dolcetto d'Alba,,Kerin O’Keefe,@kerinokeefe,Brezza 2015  Dolcetto d'Alba,Dolcetto,Brezza
573,France,"Fruity and ripe, the wine also has some solid structure to give it a core of dark tannins. The black-currant fruits are developing well, bringing their crispness to the party. Drink this wine from 2018.",,89,14.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Bois Chantant 2015  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Bois Chantant
574,France,"This bend of 70% Syrah and 30% Grenache is nevertheless very pale in hue. the nose hints at wet stone, thyme and bay leaf, while the medium-bodied palate delivers a harmonious blend of red berries and citrus. Long on the finish, with mouthwatering persistence.",Tradition,89,11.0,Rhône Valley,Costières de Nîmes,,Joe Czerwinski,@JoeCz,Château de Campuget 2016 Tradition Rosé (Costières de Nîmes),Rosé,Château de Campuget
575,France,"This is a juicy wine with its red fruits and attractive acidity. The wood aging still shows, perhaps too strongly, but that fruit is already a major factor in the success of the wine. Drink from 2019.",,89,14.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château de l'Aubrade 2015  Bordeaux Supérieur,Bordeaux-style Red Blend,Château de l'Aubrade
576,France,"From a Grand Cru estate, this second wine shows the same rich fruit and generous structure as the winery's first wine. It's just softer with an approachable character and generous black fruits that will enable it to mature relatively quickly. Drink from 2020.",Les Terrasses de Pressac,89,37.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château de Pressac 2014 Les Terrasses de Pressac  (Saint-Émilion),Bordeaux-style Red Blend,Château de Pressac
577,US,"Ripe luscious black-cherry and berry notes lend heft to this bold concentrated rosé. It's just a shade off dry, but balances neatly, juxtaposing crisp acidity against lavish texture and a pleasantly clingy finish.",Pinot Noir,89,17.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Chateau Lafayette Reneau 2016 Pinot Noir Rosé (Finger Lakes),Rosé,Chateau Lafayette Reneau
578,France,"A ripe perfumed wine with fine tannins as well as dense fruit. Blackberry flavors are up there along with the acidity and crisp aftertaste. It's a wine with a good future, ready to drink from 2018.",Château Jean de Bel Air,89,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Maison Noble Saint Martin 2015 Château Jean de Bel Air  (Bordeaux),Bordeaux-style Red Blend,Château Maison Noble Saint Martin
579,US,"This refreshing, well-structured wine offers vivid but light fruit flavors, a crisp balance and mouthwatering texture. It has lots of fresh citrus flavors that will pair well with salty meats and all kinds of seafood.",,89,13.0,California,California,California Other,Jim Gordon,@gordone_cellars,Cupcake 2016 Rosé (California),Rosé,Cupcake
580,US,"Two-thirds Chenin Blanc and one-third Grüner Veltliner, this wine opens with aromas of apple, white pepper, herb and spice. It brings a sense of freshness and purity, along with a rounded feel.",,89,18.0,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Raconteur 2016 White (Washington),White Blend,Raconteur
581,US,"This one-of-a-kind in the state wine was fermented on skins for 12 days, giving it a light-orange color. The aromas leap up from the glass, with notes of spice, lychee, orange peel and mineral. The palate is dry and textured, with a rich but still sleek feel. Put it on the dinner table to see it shine.",Orange Oak Ridge Vineyard,89,26.0,Washington,Columbia Gorge (WA),Washington Other,Sean P. Sullivan,@wawinereport,Savage Grace 2016 Orange Oak Ridge Vineyard Gewürztraminer (Columbia Gorge (WA)),Gewürztraminer,Savage Grace
582,US,"The aromas are so light you need to strain to get at them, with notes of vanilla, coffee and cherry. The palate brings plentiful coffee and cherry flavors that show a pleasing sense of texture. One wants more aromatically, but the palate delivers.",,89,18.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Falls 2013 Merlot (Wahluke Slope),Merlot,Seven Falls
583,US,"This incredibly zesty and fruity bottling shows raspberry, lavender and white pepper on the nose. It's fun to sip, with snappy red fruits and hibiscus most prominent. Complexity comes from touches of rooibos tea and potpourri. It's still extremely youthful.",Unfiltered Estate,89,32.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Silvertip 2014 Unfiltered Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,Silvertip
584,Austria,"That herbal, yeasty tang of Grüner is on display on the nose. The dry palate further brings out the earthy aspect with miso, stone, yeast and lemon. The body is light and balanced with a savory but diffuse finish.",,89,18.0,Kamptal,,,Anne Krebiehl MW,@AnneInVino,Steininger 2016 Grüner Veltliner (Kamptal),Grüner Veltliner,Steininger
585,US,"This is an expressive example of this variety, especially considering the stainless steel aging. The aromas are bright, with notes of apple, pear and melon. The cantaloupe flavors are broad and fleshy, lingering on the finish. It brings a lot of appeal.",StevensSteel,89,25.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Stevens 2016 StevensSteel Chardonnay (Yakima Valley),Chardonnay,Stevens
586,Austria,"Although a flinty touch of reduction still hangs on the nose, freshness and verve await underneath. The palate is juicy, slight, dry and very refreshing. It offers a slender, lemony expression of Pinot Blanc with a clean-cut finish.",Classic,89,18.0,Steiermark,,,Anne Krebiehl MW,@AnneInVino,Strauss 2016 Classic Pinot Blanc (Steiermark),Pinot Blanc,Strauss
587,Austria,"Notes of tart lemon peel appear on the nose. The lean and light body continues in that lemony vein with brisk freshness. This wine is light, with a slight texture made up of yeastiness and zesty lemon. Some notes of grass appear on the finish. Drink this light, dry wine soon.",Classic,89,20.0,Südsteiermark,,,Anne Krebiehl MW,@AnneInVino,Strauss 2016 Classic Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Strauss
588,US,"It's always a treat to discover a good, well-made but not overpowering wine. This one has nothing in excess, just moderate and crisp fruit flavors with light spicy accents. An appetizing texture backed by good acidity leads to a clean, dry finish. This unoaked wine from northern California should be a crowd pleaser.",,89,18.0,California,North Coast,,Jim Gordon,@gordone_cellars,Trinity River 2015 Chardonnay,Chardonnay,Trinity River
589,Austria,"A dark, smoky smudge seems to cover the red-cherry notes on the nose. The palate is juicy and light, with this red-cherry nature at its core. Easy and light, it's a perfect fruit-driven summer red.",,89,,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Umathum 2015 Zweigelt (Burgenland),Zweigelt,Umathum
590,US,"Sweet honeysuckle, lime blossoms and honeydew show on the very flowery nose of this bottling from a newer property near the old mining town of Pozo. The sip tightens up smartly with Anjou pear and honeysuckle flavors, but it's the powerful acidity that makes for a compelling palate.",,89,17.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Vintage Cowboy 2016 Chardonnay (Paso Robles),Chardonnay,Vintage Cowboy
591,Austria,"Almost luscious pear aromas and notes of peardrop make for a very fruity nose. The palate has a fruity, lemony ease, while the body is slender, dry and has some spritz. The lemon freshness is vivid, brightening everything on this easy, fruity summer wine.",GV,89,13.0,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Winzer Krems 2016 GV Grüner Veltliner (Niederösterreich),Grüner Veltliner,Winzer Krems
592,US,"Purple fruit and wood spice intermingle on the aromas, along with clove, herb and baking spice, showing a touch of volatility. The fruit flavors are big and bold, bringing a sense of structure and liveliness. It's an intriguing example of the variety from an up-and-coming vineyard.",Summit View Vineyard,89,41.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Kontos 2014 Summit View Vineyard Malbec (Walla Walla Valley (WA)),Malbec,Kontos
593,Austria,"A hint of tropicality hovers above the nose, recalling passion fruit. The palate restricts itself to fresh lemon and green apple. This is light, dry, juicy and refreshing—ideal for a sunny day as a light apéritif.",,89,16.0,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Landhaus Mayer 2016 Riesling (Niederösterreich),Riesling,Landhaus Mayer
594,France,"This medium-bodied blend of 50% Grenache and 50% Syrah is simple but satisfying. Ripe cherries and raspberries carry the load, dressed up by hints of vanilla and cinnamon. A soft dustiness marks the texture, turning silky on the finish. Drink now–2020.",La Decelle,89,20.0,Rhône Valley,,,Joe Czerwinski,@JoeCz,Lavau 2015 La Decelle Red,Rhône-style Red Blend,Lavau
595,US,"This is a true pan-Washington Cabernet, with fruit coming from 12 different vineyards scattered across the Columbia Valley. It's 100% varietal as aromas of char, toast, black cherry meats, herb, cranberry and spice are followed by elegantly styled dark-fruit flavors. The tannins bring a bit of heft and grip.",,89,30.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,L'Ecole No. 41 2014 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,L'Ecole No. 41
596,Greece,"This indigenous Cretan variety shows its character in the deft hands of Lyrarakis, grown at high altitude. Aromas of fresh pineapple, citrus and flowers lead into pear, green apple and saline notes. Balanced and bright.",,89,13.0,Crete,,,Susan Kostrzewa,@suskostrzewa,Lyrarakis 2015 Vilana (Crete),Vilana,Lyrarakis
597,Austria,"A touch of funky yeastiness plays on the nose before the lemon zestiness shines through. The palate is slender and light, focusing on that bright, fresh lemon note. This is easy, juicy and very refreshing.",Furth-Palt,89,24.0,Kremstal,,,Anne Krebiehl MW,@AnneInVino,Malat 2016 Furth-Palt Riesling (Kremstal),Riesling,Malat
598,US,"Light and lively aromas of dried red berries, concentrated roses, cola and black plums show on the nose of this very accessible and pleasurable Sangiovese. The cohesive palate integrates cherry, cola and milk-chocolate flavors into an easy-drinking frame, perfect for barbecues or family-style Italian meals.",Starlight,89,36.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Midnight 2013 Starlight Sangiovese (Paso Robles),Sangiovese,Midnight
599,US,"An easy Cabernet, soft and fruity, great for drinking now, at a pretty good price. It's dry and gentle in the mouth, with some real complexity, combining ripe cherries and blackberries with suggestions of dried herbs, cocoa and tobacco.",,87,20.0,California,Alexander Valley,Sonoma,,,Michael Pozzan 2010 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Michael Pozzan
600,Italy,"Crisp and light with pretty mineral dustings behind the ripe peach and melon aromas, this Gavi shows a full and generous style. Its nicest quality is that it offers both softness in the mouth and elegance on the bouquet.",Le Marne,87,19.0,Piedmont,Gavi,,,,Michele Chiarlo 2011 Le Marne  (Gavi),Cortese,Michele Chiarlo
601,Mexico,"Sauvignon Blanc is, in general, one of Baja's more consistent performers. This version is light in color, with varietally familiar aromas of nettle, grapefruit and passion fruit. It's a bit weighty, with apple, grapefruit and tropical flavors. A mild bitterness can be found on the finish.",Viña Kristel,87,15.0,Valle de Guadalupe,,,Michael Schachner,@wineschach,Monte Xanic 2012 Viña Kristel Sauvignon Blanc (Valle de Guadalupe),Sauvignon Blanc,Monte Xanic
602,US,"There's plenty of ripe berry-cherry fruit, fine acids and big tannins on this Cab, but it just doesn't have the stuffing for the long haul. It is, however, a satisfying Cabernet, offering lots of elegance for drinking now and over the next few years.",,87,69.0,California,Oak Knoll District,Napa,,,Paoletti 2010 Cabernet Sauvignon (Oak Knoll District),Cabernet Sauvignon,Paoletti
603,US,"Ripe and luscious, this decadent Cabernet Franc is chock full of ripe red cherry and plum fruit, accented with purple violets and fresh herb tones. It's bold in alcohol and soft in style, but delicately framed by brisk acidity and a ruffle of feathery tannins.",,87,36.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Peconic Bay Winery 2010 Cabernet Franc (North Fork of Long Island),Cabernet Franc,Peconic Bay Winery
604,Spain,"Bright red-fruit aromas are matched by dry spice and leathery scents. The feel on this blend of Tempranillo, Cabernet Sauvignon and Merlot is juicy and clampy, while flavors of red cherry, plum and currant come with a vanilla shading. This finishes crisp, with punchy acidity.",Reserva 1423,87,35.0,Northern Spain,Navarra,,Michael Schachner,@wineschach,Príncipe de Viana 2008 Reserva 1423 Red (Navarra),Red Blend,Príncipe de Viana
605,Argentina,"Mild berry and cherry aromas are standard and slightly oaky. The palate on this blend of Malbec, Merlot, Cabernet Sauvignon and Syrah is choppy and tannic, while earthy flavors of cherry and plum are pushed by firm acids. This finishes tannic, with coffee and herbal flavors.",Gran Reserve Winemaker's Selection,87,30.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Proemio 2009 Gran Reserve Winemaker's Selection Red (Mendoza),Red Blend,Proemio
606,US,"It's rare to find a varietally labeled Grenache that comes in under 13% alcohol, but here you have it. Blended with 10% Syrah, it has notes of white pepper, smoked meat, savory spices and red fruit. What it lacks in terms of depth it makes up for in purity and elegance.",Bomba,87,25.0,Oregon,Rogue Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Quady North 2011 Bomba Grenache (Rogue Valley),Grenache,Quady North
607,US,"Named after the blending of Steelhead Run and Ox vineyard blocks, this appealing wine is fresh and varietal with notes of ripe peach and herbs. Aged six months in stainless steel and coming in at a low 12% alcohol, the fruit concentration is lighter in style but still offers enjoyment.",Steel-Ox,87,25.0,Oregon,Rogue Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Quady North 2011 Steel-Ox Viognier (Rogue Valley),Viognier,Quady North
608,Portugal,"Verdelho and Sauvignon Blanc hangs together easily on this herb-dominant wine. The texture has a creamy character, showing green fruits, lively acidity and a bright orange-zest aftertaste.",Verdelho and Sauvignon Blanc,87,15.0,Douro,,,Roger Voss,@vossroger,Quinta do Portal 2012 Verdelho and Sauvignon Blanc White (Douro),Portuguese White,Quinta do Portal
609,US,"Grüner Veltliner, though still rare, shows good promise in Oregon. This is a big, sappy, ripe version that's borderline syrupy, with big flavors of peaches and apricots. But the supporting acids, and a lick of mineral, keep it from crashing.",Estate,87,20.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Raptor Ridge 2012 Estate Grüner Veltliner (Chehalem Mountains),Grüner Veltliner,Raptor Ridge
610,US,"A touch of oak adds a sweet, smoky creaminess to this wine, but it's really dominated by Sauvignon Blanc's acidity and racy spearmint and tropical fruit. The alcohol is moderate, making it easy to drink.",Charlotte's Home Estate,87,17.0,California,Northern Sonoma,Sonoma,,,Rodney Strong 2012 Charlotte's Home Estate Sauvignon Blanc (Northern Sonoma),Sauvignon Blanc,Rodney Strong
611,US,"This is a good Pinot Noir that's full-bodied, dry and silky in the mouth, with crisp acidity. It shows raspberry, cola and green tea flavors. Hard to predict if it has a future, so drink now–2014.",Toyon Farm,87,54.0,California,Carneros,Napa-Sonoma,,,Saintsbury 2010 Toyon Farm Pinot Noir (Carneros),Pinot Noir,Saintsbury
612,US,"This is an easy, gentle wine that's a little soft, with superripe cherry, persimmon and red licorice flavors. Delicious in the California way, it's showing its best now.",Caverio,87,40.0,California,Paso Robles,Central Coast,,,Sextant 2010 Caverio G-S-M (Paso Robles),G-S-M,Sextant
613,Portugal,"With its light prickle on the tongue, this is as fresh as possible. It's clean, packed with green and citrus fruits, and boosted with some textured richness. Drink at once.",Paço de São Lourenço,87,12.0,Vinho Verde,,,Roger Voss,@vossroger,Solar de Pinheiro 2012 Paço de São Lourenço White (Vinho Verde),Portuguese White,Solar de Pinheiro
614,Italy,"The dynamic sisters that run this estate deliver a clean and territory-driven line of white wines. This easy Soave Classico opens with peach, pear, citrus and a touch of fragrant honeysuckle flower. It's pure and focused overall.",,87,19.0,Veneto,Soave Classico,,,,Suavia 2011  Soave Classico,Garganega,Suavia
615,Argentina,"Four years running this wine has scored 87 and been a Best Buy. The bouquet is scratchy but nicely aromatic, including hints of spice to go with ripe berry scents. The palate is jammy and home to rooty berry, mild spice and very light oak flavors. The finish is a bit hot and fiery, which food will tame.",,87,11.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Tilia 2011 Malbec (Mendoza),Malbec,Tilia
616,US,"This Chardonnay wants time to warm and breathe in the glass, so don't pour it right from the fridge. After a little while it develops considerably in generosity, offering waves of tropical fruits, peaches and pears. The oak is pretty strong, even jarring. Give it a few years in the cellars to let everything knit together.",Dutton Ranch,87,45.0,California,Russian River Valley,Sonoma,,,B Cellars 2011 Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,B Cellars
617,Italy,This bubbly Prosecco Superiore offers vibrant tones of white flower and cut grass followed by light touches of peach and honeydew melon. The mouthfeel is creamy and soft with a subtle touch of sweetness.,Millesimato Extra Dry,87,25.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Bacio della Luna 2012 Millesimato Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Bacio della Luna
618,US,"Softly delicious, this is a beautiful Merlot to drink now. It's a little hot in alcohol on the finish, but feels elegant in the mouth, offering waves of cherries, currants and mocha.",Unfiltered,87,35.0,California,Calistoga,Napa,,,Barlow 2009 Unfiltered Merlot (Calistoga),Merlot,Barlow
619,Italy,"Here's a Chardonnay-based sparkler from Piedmont that opens with bright tones of lemon and sweet grapefruit followed by yeasty tones of freshly baked bread. There's some bitter almond as well, which adds tartness to the finish.",Brut,87,16.0,Piedmont,Piedmont,,,,Borgo Maragliano NV Brut Chardonnay (Piedmont),Chardonnay,Borgo Maragliano
620,Italy,"Extra sweetness and density give this wine a full and generous personality. Dry Proseccos usually show a little extra peach juice and nectarine, as this wine does, without being heavy or cloying.",Dry,87,20.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Bortolotti NV Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Bortolotti
621,US,"An easy Pinot Noir, but by no means lacking elegance. It shows the moderate body and crisp, citrusy acidity that usually marks Edna Valley Pinot Noir, with pure, direct flavors of sour-cherry candy, cola, cinnamon and toast.",,87,28.0,California,Edna Valley,Central Coast,,,Claiborne & Churchill 2010 Pinot Noir (Edna Valley),Pinot Noir,Claiborne & Churchill
622,US,"Mostly Syrah, with just a dash of Petite Sirah (2%) and Petit Verdot (1%), this red from Sawtooth and Skyline vineyards brings light notes of smoked meat, chocolate, and flowers. The enjoyment here is mainly focused on mouthfeel, which is voluptuous and rich, leading to an open finish.",Sidewinder,87,25.0,Idaho,,,Sean P. Sullivan,@wawinereport,Coiled 2009 Sidewinder Red,Red Blend,Coiled
